Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
ARDS,6.62,-5.429,-0.38,Sell,231682,59072709,,-2.708,25,Health Technology
ARDX,5.55,-3.31,-0.19,Sell,12412633,494730330,,-1.19,88,Health Technology
AREC,1.39,10.317,0.13,Sell,1104590,36488195,,-1.827,15,Energy Minerals
ARES,39.32,-2.794,-1.13,Buy,12689061,5631017200,79.274,0.543,1200,Finance
ARGO,32.9,-11.416,-4.24,Sell,2844060,1140488370,,-4.474,1467,Finance
ARKR,11.43,17.231,1.68,Sell,364149,40032546,,-0.956,2145,Consumer Services
ARL,7.92,-6.272,-0.53,Sell,73013,126697032,,-0.4,,Finance
ARLO,5.26,-8.202,-0.47,Buy,18146296,410999568,,-1.037,349,Consumer Durables
ARLP,2.92,-12.312,-0.41,Sell,8695345,371409400,,-1.012,3602,Energy Minerals
ARMK,25.89,-6.06,-1.67,Sell,44580019,6549548640,,-0.884,283500,Consumer Services
ARMP,3.01,-7.099,-0.23,Sell,185652,56193389,,-1.949,38,Health Technology
ARNA,72.75,4.197,2.93,Buy,10334683,4193811975,,-6.828,320,Health Technology
ARNC,18.89,-15.101,-3.36,Sell,13149964,2060313410,,,15400,Non-Energy Minerals
AROC,5.26,-19.817,-1.3,Sell,16371100,804511740,,-0.169,1700,Industrial Services
AROW,24.63,-11.452,-3.19,Sell,547889,380915265,10.507,2.404,520,Finance
ARPO,1.52,11.355,0.16,Buy,24030714,63943360,,-0.092,12,Health Technology
ARQT,24.74,-1.316,-0.33,,3600258,944803282,,-2.827,29,Health Technology
ARTL,0.7961,-17.073,-0.16,Sell,5608982,3579560,,-1.364,4,Retail Trade
ARTNA,33.11,-5.911,-2.08,Strong Sell,355308,309101451,19.258,1.742,239,Utilities
ARTW,2.05,-12.951,-0.31,Sell,2459245,9074715,,-0.39,79,Producer Manufacturing
ARVN,24.55,-5.395,-1.4,Sell,8014859,963280625,,-2.319,133,Health Technology
ARW,77.05,-1.922,-1.51,Buy,11192910,5981137235,16.441,4.79,19300,Distribution Services
ARWR,44.64,5.682,2.4,Buy,47481544,4566314880,,-0.234,134,Health Technology
ARYA,10.7001,0.001,0,Sell,520446,,,,,Finance
ARYB,10.375,-2.123,-0.23,,1310361,,,,,Finance
ASB,12.2,-9.226,-1.24,Sell,24679526,1874957000,5.872,2.14,,Finance
ASC,3.13,-15.405,-0.57,Sell,7548425,103997380,6.911,0.491,1105,Transportation
ASFI,13.08,0.23,0.03,Buy,175044,85909440,26.705,0.493,56,Finance
ASGN,62.48,-12.944,-9.29,Buy,3892092,3280200000,18.119,3.591,67700,Commercial Services
ASH,67.48,-8.427,-6.21,Sell,9056323,4080549340,,-1.591,4700,Process Industries
ASIX,11.96,-6.049,-0.77,Strong Sell,2958470,335242388,13.333,0.927,1520,Process Industries
ASM,0.9331,-20.924,-0.25,Buy,19230107,81379197,,-0.407,,Non-Energy Minerals
ASMB,16.09,-26.429,-5.78,Sell,5308709,528635341,,-2.509,115,Health Technology
ASPN,9.53,12.118,1.03,Buy,2502706,255835709,,-0.475,304,Process Industries
ASPS,13.34,18.367,2.07,Sell,1827764,208525544,,-22.211,3283,Finance
ASPU,10.995,-13.967,-1.79,Buy,3236747,247349017,,-0.224,830,Consumer Durables
ASRT,0.6735,-16.852,-0.14,Sell,9067382,72146667,,-2.368,125,Health Technology
ASRV,2.66,-4.659,-0.13,Sell,175230,45375876,8.814,0.303,328,Finance
ASTC,1.4901,-31.959,-0.7,Sell,28933707,11688493,,-1.32,,Electronic Technology
ASTE,50.19,-4.799,-2.53,Buy,1993247,1134444570,78.66,0.645,3866,Producer Manufacturing
ASUR,6.83,1.486,0.1,Sell,1670885,108259598,,2.082,423,Technology Services
ASYS,5.02,-11.62,-0.66,Sell,583354,70521964,,-0.139,415,Producer Manufacturing
AT,1.95,-5.797,-0.12,Sell,4611053,173984070,,-0.255,266,Utilities
ATAX,4,-7.193,-0.31,Sell,1919576,242180800,10.499,0.389,,Finance
ATCO,8.7,0.811,0.07,Sell,5825348,2146664100,11.612,0.787,4400,Finance
ATCX,8.845,7.407,0.61,,81340,51012122,,-4.051,6,Finance
ATEC,6.19,3.339,0.2,Buy,5028242,398033713,,-1.119,227,Health Technology
ATEN,6.78,-20.702,-1.77,Sell,12798640,528357942,152.146,0.048,810,Technology Services
ATEX,35.13,-19.684,-8.61,Sell,2800814,607619019,,-2.542,59,Communications
ATGE,24.15,-27.259,-9.05,Sell,7706834,1252812645,6.616,3.812,4299,Consumer Services
ATH,33,-9.737,-3.56,Sell,19953634,6410283000,17.431,2.018,1325,Finance
ATHA,16.3,,,,3944030,502354590,,,15,Health Technology
ATHX,1.91,-12.385,-0.27,Buy,33625387,377041640,,-0.334,83,Health Technology
ATI,8.97,7.683,0.64,Sell,60038663,1135871100,,-1.84,8100,Non-Energy Minerals
ATIF,1.12,0.901,0.01,Sell,4829663,52656464,,-0.102,33,Finance
ATKR,22.47,-15.937,-4.26,Sell,5066261,1061932200,7.9,2.981,3900,Producer Manufacturing
ATLC,13.2,55.294,4.7,Buy,190622,211163040,6.569,2.445,319,Finance
ATLO,16.87,-15.439,-3.08,Sell,332408,153900793,9.986,1.775,282,Finance
ATNI,48.36,-16.621,-9.64,Strong Sell,1549448,772231824,,-0.289,1700,Communications
ATNM,8.91,7.22,0.6,Sell,5668118,,,,,Health Technology
ATNX,12.92,12.446,1.43,Buy,30103365,1185093460,,-1.461,574,Health Technology
ATO,92.87,-6.963,-6.95,Sell,15086394,11455978850,19.276,4.868,4776,Utilities
ATOM,9.19,-27.695,-3.52,Buy,11838629,182199102,,-0.797,17,Commercial Services
ATOS,2.4,-5.882,-0.15,Sell,6454952,24948000,,-1.395,6,Health Technology
ATR,112.14,-5.279,-6.25,Buy,3548854,7230091932,37.485,3.161,14000,Process Industries
ATRA,13.415,-0.482,-0.07,Sell,19090807,996840478,,-5.011,393,Health Technology
ATRC,38.52,-13.883,-6.21,Buy,4676775,1730769084,,-1.291,730,Health Technology
ATRI,630.02,-0.269,-1.7,Sell,81999,1152275079,33.61,19.011,616,Health Technology
ATRO,7.9,-12.611,-1.14,Sell,3950884,242971294,,-4.001,2800,Electronic Technology
ATRS,2.68,-5.3,-0.15,Sell,14016118,445131920,86.646,0.034,178,Health Technology
ATSG,24.98,-1.731,-0.44,Buy,6919909,1488553204,,1.66,4380,Transportation
ATTO,9.54,-10,-1.06,Sell,279299,143100000,,-5.617,145101,Commercial Services
ATUS,25.49,-7.578,-2.09,Sell,100791516,19481786690,85.426,0.309,10700,Consumer Services
ATVI,80.13,-4.059,-3.39,Buy,115634894,61850103360,35.266,2.359,9200,Consumer Durables
ATXI,11.07,-0.539,-0.06,Buy,708597,184899996,,-0.652,4,Health Technology
AUB,20,-14.015,-3.26,Sell,4869093,1574236000,11.274,1.825,1989,Finance
AUBN,37.83,-7.234,-2.95,Sell,61740,134910103,16.359,2.342,163.5,Finance
AUDC,31.01,-1.148,-0.36,Buy,6550840,1010249982,131.341,0.266,698,Electronic Technology
AUG,1.83,-6.154,-0.12,Buy,6410657,198051750,,-0.091,20,Non-Energy Minerals
AUMN,0.3974,-14.684,-0.07,Buy,18113013,59098546,,-0.056,170,Non-Energy Minerals
AUPH,14.1,-4.922,-0.73,Buy,15214822,1780153200,,-1.369,62,Health Technology
AUTO,3.2,-40.41,-2.17,Buy,12105002,42069760,,-0.789,171,Commercial Services
AUVI,7.1,-38.793,-4.5,,12047131,46456223,,,,Health Technology
AUY,5.37,-13.387,-0.83,Buy,261174926,5110435680,22.169,0.267,9759,Non-Energy Minerals
AVA,33.36,-9.495,-3.5,Sell,9469289,2265637728,19.108,1.814,1920,Utilities
AVAV,61.21,-19.872,-15.18,Sell,3522925,1475424203,44.416,1.438,823,Electronic Technology
AVCO,1.15,-19.014,-0.27,Strong Sell,4680061,92078775,,-0.204,8,Health Technology
AVCT,3.95,-20.683,-1.03,Sell,3673655,77561410,,-0.612,7,Finance
AVD,12.85,-9.187,-1.3,Sell,1626905,387801435,36.678,0.372,671,Process Industries
AVEO,5.68,19.328,0.92,Sell,11946737,146591144,,-2.695,19,Health Technology
AVGO,351.59,1.279,4.44,Buy,42877156,1.42219E+11,67.814,5.582,19000,Electronic Technology
AVGR,0.291,-39.963,-0.19,Sell,216095229,24316164,,-1.928,81,Health Technology
AVID,7.8,-3.704,-0.3,Buy,5853587,342834180,24.735,0.338,1429,Technology Services
AVLR,124.05,-6.314,-8.36,Buy,10656511,10355197800,,-0.647,1452,Technology Services
AVNS,33.26,2.654,0.86,Sell,4681236,1590879016,,-0.354,4700,Health Technology
AVNT,24.66,-3.37,-0.86,Sell,9049955,2254829022,20.003,1.288,5600,Process Industries
AVNW,20.49,-5.489,-1.19,Buy,652399,110773858,459.823,0.05,674,Electronic Technology
AVRO,13.51,-21.998,-3.81,Sell,3446377,492339526,,-2.852,,Health Technology
AVT,25.05,-8.942,-2.46,Sell,11156078,2474388900,,-0.309,14600,Distribution Services
AVTR,22.17,-1.772,-0.4,Buy,93947520,12783798420,96.081,0.236,12000,Process Industries
AVXL,3.9,-8.019,-0.34,Buy,9176724,234743340,,-0.428,16,Health Technology
AVY,118.71,2.877,3.32,Buy,10876763,9907797762,19.758,6.237,30000,Process Industries
AVYA,13.84,-10.825,-1.68,Buy,23824953,1148415520,,-7.999,7900,Electronic Technology
AWH,2.54,-11.344,-0.33,Buy,17115261,263702800,,-0.151,53,Health Technology
AWI,65.29,-11.459,-8.45,Sell,6949383,3124740226,,-0.682,2500,Producer Manufacturing
AWK,138.05,-2.328,-3.29,Buy,11935802,25015212200,39.766,3.525,6800,Utilities
AWR,72.03,-5.323,-4.05,Sell,3762263,2656747317,32.279,2.281,841,Utilities
AWRE,2.73,1.111,0.03,Sell,454938,58695546,,-0.551,71,Communications
AWX,1.4537,-7.408,-0.12,Strong Sell,206322,5634227,,-0.399,521,Industrial Services
AX,21.55,-13.035,-3.23,Sell,6327556,1286601805,7.488,3.013,1099,Finance
AXAS,0.144,-24.961,-0.05,Sell,65673018,24201936,,-0.557,65,Energy Minerals
AXDX,10.7,-12.151,-1.48,Sell,5120471,603000640,,-1.5,275,Health Technology
AXGN,12.12,2.106,0.25,Sell,6139680,485820504,,-0.73,394,Health Technology
AXGT,4.44,49.495,1.47,Sell,20233012,179091840,,-1.962,38,Health Technology
AXL,5.1,-34.447,-2.68,Sell,36447421,577692300,,-11.473,20000,Producer Manufacturing
AXLA,4.29,-14.2,-0.71,Sell,2816327,156357201,,-2.552,64,Health Technology
AXNX,44.28,4.78,2.02,Buy,10100692,1750078440,,-2.616,302,Health Technology
AXP,95.56,-5.936,-6.03,Sell,76837841,76941185160,20.403,4.838,64500,Finance
AXR,5.24,15.419,0.7,Sell,128961,42601514,,-0.629,16,Finance
AXS,42.78,-10.427,-4.98,Sell,13563786,3606640626,,-0.658,1667,Finance
AXSM,77.59,5.838,4.28,Buy,8767972,2892888837,,-2.64,45,Health Technology
AXTA,21.77,-8.721,-2.08,Sell,50615343,5123787200,70.862,0.326,14000,Process Industries
AXTI,5.05,-10.461,-0.59,Buy,8634323,207035355,,-0.074,731,Electronic Technology
AXU,2.57,-16.828,-0.52,Buy,22271837,351599130,,-0.1,115,Non-Energy Minerals
AY,26.85,-10.589,-3.18,Buy,6813357,2728013700,162.903,0.167,425,Utilities
AYI,98.07,-10.266,-11.22,Sell,7080667,3887239818,14.753,6.847,12000,Producer Manufacturing
AYLA,12.18,2.785,0.33,,267918,155651874,,,29,Health Technology
AYRO,2.66,-22.449,-0.77,,13653017,64593312,,,6,Producer Manufacturing
AYTU,1.28,20.755,0.22,Sell,59468136,154387200,,-1.314,53,Consumer Services
AYX,105.71,-12.513,-15.12,Sell,24726277,6995501430,,-0.397,1200,Technology Services
AZEK,32.14,-18.592,-7.34,,32725842,4969972114,,,1429,Producer Manufacturing
AZO,1128.95,-5.631,-67.36,Buy,3772094,26371594630,16.202,73.7,,Retail Trade
AZPN,124.44,-2.039,-2.59,Buy,6898408,8426915028,39.66,3.324,,Technology Services
AZRE,30.24,21.348,5.32,Buy,2608567,1446820704,,-0.794,605,Utilities
AZRX,0.754,-8.082,-0.07,Sell,2918777,21491187,,-0.579,10,Health Technology
AZZ,32.86,-5.384,-1.87,Sell,2360069,860767700,27.086,1.239,4343,Producer Manufacturing
B,34.76,-12.222,-4.84,Sell,5621683,1756422800,15.983,2.295,5749,Producer Manufacturing
BA,151.18,-12.013,-20.64,Sell,310923575,85333399820,,-5.035,161100,Electronic Technology
BAC,23.26,-9.635,-2.48,Sell,1045349451,2.01527E+11,11.504,2.092,208000,Finance
BAH,83.84,-4.792,-4.22,Buy,12619496,11553319680,24.937,3.54,27200,Commercial Services
BAM,31.93,-5.365,-1.81,Neutral,28925558,48262997082,84.51,0.452,151900,Finance
BANC,9.12,-17.015,-1.87,Sell,4011947,458112384,,-0.867,660,Finance
BAND,161.61,2.623,4.13,Buy,11268848,3905976978,,-1.032,772,Commercial Services
BANF,39.2,-10.909,-4.8,Sell,1632162,1280377840,11.844,3.436,1948,Finance
BANR,30.58,-15.338,-5.54,Sell,3430771,1075149988,9.735,3.252,2198,Finance
BANX,18.855,-5.013,-1,Sell,218234,123762146,9.677,1.922,,Miscellaneous
BAP,123.27,-5.526,-7.21,Sell,4353832,9832200105,20.091,6.237,35846,Finance
BASI,4.88,0,0,Buy,216973,53626808,,-0.241,322,Health Services
BATL,7.53,-9.712,-0.81,Strong Sell,631563,122016120,,-1.835,69,Energy Minerals
BATRA,19.85,1.327,0.26,Sell,1518380,1016802633,,-0.33,,Consumer Services
BATRK,20.06,3.242,0.63,Sell,4758214,1027559739,,-0.33,,Consumer Services
BAX,78.33,-10.038,-8.74,Sell,50165346,39653152560,44.325,1.815,50000,Health Technology
BB,4.8,-8.046,-0.42,Sell,65593248,2670782400,,-1.356,3668,Technology Services
BBBY,13.355,9.647,1.18,Buy,123864262,1683184070,,-4.412,55000,Retail Trade
BBCP,3.37,-7.163,-0.26,Sell,1359558,196134337,,-1.138,1400,Finance
BBDC,7.85,-3.563,-0.29,Sell,1606962,376500130,,-0.841,,Finance
BBGI,1.26,-17.105,-0.26,Sell,2754216,35296812,,-0.668,1438,Consumer Services
BBI,0.7778,-17.255,-0.16,Sell,21843086,21612806,,-3.912,15,Health Technology
BBIO,38.65,29.437,8.79,Buy,14037910,4729291300,,-2.951,248,Health Technology
BBQ,3.25,-24.769,-1.07,Sell,882191,30166858,5.94,0.624,1677,Consumer Services
BBSI,48.75,-15.32,-8.82,Sell,951725,372241350,8.712,5.968,127085,Commercial Services
BBU,28.95,-7.567,-2.37,Sell,566115,2330697915,,-2.106,67030,Commercial Services
BBW,3.13,21.318,0.55,Sell,3644994,48801708,,-2.328,4300,Retail Trade
BBX,13.71,-10.974,-1.69,Sell,706831,264886797,,-1.997,7185,Finance
BBY,106.49,-3.985,-4.42,Buy,34132439,27563019680,17.352,6.262,125000,Retail Trade
BC,58.59,-5.332,-3.3,Buy,14537736,4638089862,,-0.2,12828,Consumer Durables
BCBP,7.86,-3.499,-0.29,Sell,516813,134071164,9.329,0.85,365,Finance
BCC,38.11,-16.79,-7.69,Buy,5429750,1493797670,17.795,2.236,6010,Non-Energy Minerals
BCDA,2.41,2.553,0.06,Sell,1939392,29946178,,-2.278,24,Health Technology
BCE,41.08,-4.487,-1.93,Sell,23534978,37149794240,20.972,1.997,52100,Communications
BCEI,18.09,-9.731,-1.95,Sell,3753494,376887060,5.314,3.533,125,Energy Minerals
BCEL,12.68,-10.83,-1.54,Sell,4994840,456853312,,-2.726,113,Health Technology
BCLI,13.98,10.864,1.37,Buy,4901756,440760042,,-1.123,32,Health Technology
BCML,10.4,-10.229,-1.19,Sell,485478,123674720,8.103,1.339,304,Finance
BCO,39.9,-17.494,-8.46,Sell,8829834,2015775930,125.219,0.345,64600,Commercial Services
BCOR,8.98,-24.728,-2.95,Sell,6035747,431380342,,-6.48,690,Technology Services
BCOV,10,-10.072,-1.12,Buy,2669184,394144000,,-0.484,610,Technology Services
BCOW,9.7,21.099,1.69,Buy,31376,47303796,32.226,0.301,104,Finance
BCPC,95.1,-2.661,-2.6,Sell,1902452,3076332840,37.864,2.549,1424,Process Industries
BCRX,3.5,-15.663,-0.65,Sell,88730158,617981000,,-0.843,140,Health Technology
BCSF,10.5,-2.416,-0.26,Sell,3023994,677904150,,-0.834,,Miscellaneous
BCTG,10.55,,,,1686181,,,,,Finance
BDC,29.86,-11.342,-3.82,Sell,5861376,1329292550,,-11.718,9000,Producer Manufacturing
BDGE,16.53,-17.391,-3.48,Sell,1807123,326378238,7.106,2.414,496,Finance
BDL,16.18,-5.351,-0.91,Sell,56683,30072957,19.086,0.862,1870,Consumer Services
BDR,0.9,-4.6,-0.04,Buy,9052327,8670744,,-0.871,93,Electronic Technology
BDSI,3.71,-5.115,-0.2,Sell,15342008,374465140,72.983,0.06,178,Health Technology
BDTX,26.17,-9.037,-2.6,,4754151,939835359,,-1.277,32,Health Technology
BDX,225.59,-7.077,-17.18,Sell,28943585,65391547710,80.46,2.809,70093,Health Technology
BE,15.24,-2.682,-0.42,Buy,75066142,2020116163,,-1.827,1518,Producer Manufacturing
BEAM,26.09,3.903,0.98,,12438175,1349687880,,-2.766,118,Health Technology
BEAT,42.06,6.266,2.48,Sell,7825004,1437842130,81.713,0.565,1700,Health Technology
BECN,28.685,-15.359,-5.21,Sell,10013217,1975753956,,-2.209,8147,Distribution Services
BEEM,10.92,-21.212,-2.94,Buy,3762144,73030667,,-0.725,35,Utilities
BELFA,11.02,1.567,0.17,Strong Sell,10182,133024242,,-0.794,6935,Electronic Technology
BELFB,9.86,-17.97,-2.16,Sell,592465,119021690,,-0.926,6935,Electronic Technology
BEN,19.58,-7.028,-1.48,Sell,48939362,9699090060,9.694,2.052,9600,Finance
BEP,45.27,-0.374,-0.17,Buy,4338221,14157768003,,-0.455,,Utilities
BEPC,50.91,-0.02,-0.01,,6639354,5848438980,,,,Finance
BERY,47.44,-7.955,-4.1,Buy,16398032,6290544000,10.886,4.481,48000,Process Industries
BF.A,67.98,2.256,1.5,Strong Buy,1072278,32525098980,34.118,2.019,4800,Consumer Non-Durables
BF.B,75.34,2.966,2.17,Strong Buy,15752647,36046498340,37.918,2.019,4800,Consumer Non-Durables
BFAM,142.57,7.187,9.56,Buy,10064164,8612511130,70.336,2.064,33800,Commercial Services
BFC,57.83,-7.324,-4.57,Sell,155797,447141560,14.035,4.138,284,Finance
BFIN,6.93,-4.545,-0.33,Sell,739503,102890403,8.748,0.792,242,Finance
BFST,12.79,-11.61,-1.68,Sell,1421134,264336046,10.257,1.299,355,Finance
BG,44.66,-2.104,-0.96,Sell,17229786,6236456380,,-8.89,24000,Process Industries
BGCP,2.31,-8.333,-0.21,Sell,42761372,830757728,42.21,0.062,5200,Finance
BGFV,6.14,3.892,0.23,Buy,16983248,134473368,9.862,0.626,8800,Retail Trade
BGI,0.6111,-18.291,-0.14,Sell,926409,10981999,,-0.534,291,Retail Trade
BGS,27.12,-12.909,-4.02,Buy,19230925,1740146664,15.581,1.777,2899,Consumer Non-Durables
BGSF,8.09,-13.753,-1.29,Sell,1111320,83464530,23.977,0.355,430,Commercial Services
BH,90.48,-8.698,-8.62,Sell,126783,280788394,,-26.372,10906,Consumer Services
BH.A,495,6.337,29.5,Buy,5515,1536143400,,-131.86,10906,Consumer Services
BHAT,1,-6.542,-0.07,Sell,3190670,35141000,,,,Consumer Durables
BHB,18.23,-10.02,-2.03,Sell,727312,274981320,11.712,1.639,,Finance
BHC,15.74,-5.295,-0.88,Sell,72893360,5587589820,,-5.787,21700,Health Technology
BHE,18.97,-3.264,-0.64,Sell,4937595,691663273,1584.553,0.014,10600,Electronic Technology
BHF,26.05,-14.196,-4.31,Sell,12918397,2423243940,1.206,22.227,1300,Finance
BHLB,8.71,-5.12,-0.47,Sell,11321372,438781928,,-10.394,1550,Finance
BHTG,1.23,-4.651,-0.06,Sell,1786465,27769833,,-0.592,39,Producer Manufacturing
BHVN,63.33,-0.095,-0.06,Strong Buy,7834945,3779946045,,-11.039,647,Health Technology
BIG,44.28,-6.087,-2.87,Buy,23428489,1738299960,2.512,18.435,34000,Retail Trade
BIGC,78.32,-33.514,-39.48,,50405439,5295548452,,-0.555,690,Technology Services
BIIB,272.2,-5.368,-15.44,Sell,20656829,43092798600,7.99,34.198,7400,Health Technology
BILL,92.3,-6.749,-6.68,Strong Buy,40604118,7257613610,,-0.418,618,Technology Services
BIMI,1.63,-8.939,-0.16,Strong Sell,1465288,16926572,,,110,Producer Manufacturing
BIO,511.77,0.625,3.18,Buy,2815049,15188499415,7.994,65.38,8120,Health Technology
BIO.B,508,-2.242,-11.65,Buy,2341,15076611960,7.866,65.38,8120,Health Technology
BIOC,4.23,-36.391,-2.42,Sell,14162244,56654082,,-6.008,88,Health Services
BIOL,0.2848,-8.395,-0.03,Sell,48205645,26255883,,-0.691,157,Health Technology
BIOX,5.44,-1.805,-0.1,Strong Sell,339395,210528000,,0.056,,Finance
BIP,46.14,5.947,2.59,Buy,4352355,13597458000,,-0.159,,Utilities
BIPC,53.66,7.492,3.74,,2973596,2487307346,,,,Utilities
BIVI,9.3,,,,784930,62977740,,-7.528,,Health Technology
BJ,41.4,-6.778,-3.01,Buy,38416013,5710840200,19.077,2.197,27231,Retail Trade
BJRI,30.86,-2.094,-0.66,Sell,9221376,686980632,,-0.668,22725,Consumer Services
BK,33.25,-10.087,-3.73,Sell,75283516,29454911500,7.213,4.655,48400,Finance
BKCC,2.48,-13.889,-0.4,Sell,7494890,174027304,,-1.472,,Finance
BKD,2.49,-9.455,-0.26,Sell,29641940,456270090,6.23,0.444,38400,Health Services
BKE,20.13,7.417,1.39,Buy,7054418,994577001,10.519,1.97,7000,Retail Trade
BKEP,1.43,-4.027,-0.06,Sell,1547010,58831773,,-0.309,270,Industrial Services
BKH,52.42,-6.526,-3.66,Sell,5855469,3289108626,16.882,3.165,2944,Utilities
BKI,84.3,0.238,0.2,Buy,12243932,13237629000,91.971,0.94,4900,Technology Services
BKNG,1638.47,-14.236,-271.98,Sell,6508065,67093052642,28.26,60.039,26400,Consumer Services
BKR,13.53,-5.252,-0.75,Sell,127478358,8880077250,,-15.763,68000,Industrial Services
BKSC,16,-1.538,-0.25,Sell,69884,88422560,13.225,1.232,79,Finance
BKTI,3.12,2.295,0.07,Sell,155199,38979408,,-0.204,111,Electronic Technology
BKU,20.86,-10.778,-2.52,Sell,18116832,1927503634,9.803,2.154,1511,Finance
BKYI,0.4484,-22.017,-0.13,Sell,31996393,9946095,,-1.094,15,Technology Services
BL,84.56,-3.216,-2.81,Buy,9230142,4811370984,,-0.707,1055,Technology Services
BLBD,11.27,-0.967,-0.11,Sell,1421894,304835468,26.952,0.447,2300,Producer Manufacturing
BLCM,6.71,12.773,0.76,Sell,2342295,33951124,,-20.062,107,Health Technology
BLD,154.62,0.533,0.82,Buy,5434592,5114922372,26.367,6.227,10400,Producer Manufacturing
BLDP,14.96,-9.88,-1.64,Buy,69826159,3657226320,,-0.188,610,Producer Manufacturing
BLDR,29.6,-3.331,-1.02,Buy,50680297,3455000800,17.466,1.784,15800,Producer Manufacturing
BLFS,27.18,27.486,5.86,Buy,7603074,869803488,203.776,0.237,158,Health Technology
BLI,68.69,5.031,3.29,,3088513,4378067054,,,,Technology Services
BLIN,1.89,-8.252,-0.17,Sell,1587414,8354121,,-0.772,72,Technology Services
BLK,538.54,-9.366,-55.65,Buy,13889086,82118733360,19.364,28.678,16200,Finance
BLKB,57.56,-9.851,-6.29,Sell,7223561,2853542756,128.63,0.465,3611,Technology Services
BLL,79.85,-0.647,-0.52,Buy,26444176,26076374950,74.13,1.127,18300,Process Industries
BLMN,14.18,-1.116,-0.16,Sell,55861479,1241412206,,-1.063,94000,Consumer Services
BLNK,7.72,9.815,0.69,Buy,110038168,244157352,,-0.427,67,Consumer Services
BLPH,9.64,-10.658,-1.15,Sell,975197,91558599,,-3.417,18,Health Technology
BLU,2.18,-12.45,-0.31,Sell,24204163,131777730,,-0.632,,Health Technology
BLUE,55.95,-5.649,-3.35,Sell,11593639,3705176850,,-11.762,1090,Health Technology
BLX,12.17,-0.082,-0.01,Sell,1886298,481963825,6.607,1.892,,Finance
BMCH,38.6,-3.307,-1.32,Buy,20618858,2589195360,22.761,1.787,10200,Producer Manufacturing
BMI,63.09,2.269,1.4,Buy,2712996,1837023075,40.382,1.598,1567,Producer Manufacturing
BMO,58.02,-8.731,-5.55,Sell,7835361,37295256000,11.302,5.203,45513,Finance
BMRA,6.58,-9.366,-0.68,Buy,3665182,77332108,,-0.232,45,Health Technology
BMRC,27.55,-13.446,-4.28,Sell,551743,374561535,11.617,2.45,290,Finance
BMRG,10.02,-0.398,-0.04,,7457889,225700500,,,1,Finance
BMRN,78.43,0.513,0.4,Sell,39719637,14223280500,119.934,0.682,3001,Health Technology
